"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","ProcessName","MainWindowHandle","MainWindowTitle","Responding","Site","Container"
"svchost","0","257","2203417006080","8699904","2973696","18232",,,,,,,,,,"Process",,,"8",,,,,"3792",".",,,,"18232","18232","2973696","2973696","134264","134264","3551232","3551232","13635584","13635584","2203425918976","107696128",,,"2973696","2973696",,"0",,"System.Diagnostics.ProcessThreadCollection","257","2203417006080","98783232","False",,,,"8699904","8699904",,,,,,"svchost","0","","True",,
"svchost","0","368","2203402612736","5300224","2981888","20072",,,,,,,,,,"Process",,,"8",,,,,"3980",".",,,,"20072","20072","2981888","2981888","101864","101864","3837952","3837952","11714560","11714560","2203414241280","96018432",,,"2981888","2981888",,"0",,"System.Diagnostics.ProcessThreadCollection","368","2203402612736","84389888","False",,,,"5300224","5300224",,,,,,"svchost","0","","True",,
"svchost","0","358","2203647381504","48758784","47267840","22872",,,,,,,,,,"Process",,,"8",,,,,"4124",".",,,,"22872","22872","47267840","47267840","138640","138640","281841664","281841664","237268992","237268992","2204389957632","1071734784",,,"47267840","47267840",,"0",,"System.Diagnostics.ProcessThreadCollection","358","2203647381504","329158656","False",,,,"48758784","48758784",,,,,,"svchost","0","","True",,
"svchost","0","219","2203410874368","7786496","3399680","11824",,,,,,,,,,"Process",,,"8",,,,,"4144",".",,,,"11824","11824","3399680","3399680","109216","109216","3620864","3620864","12201984","12201984","2203423948800","105725952",,,"3399680","3399680",,"0",,"System.Diagnostics.ProcessThreadCollection","219","2203410874368","92651520","False",,,,"7786496","7786496",,,,,,"svchost","0","","True",,
"svchost","0","206","2203401281536","4689920","2494464","11832",,,,,,,,,,"Process",,,"8",,,,,"4256",".",,,,"11832","11832","2494464","2494464","89264","89264","2719744","2719744","9834496","9834496","2203404976128","86753280",,,"2494464","2494464",,"0",,"System.Diagnostics.ProcessThreadCollection","206","2203401281536","83058688","False",,,,"4689920","4689920",,,,,,"svchost","0","","True",,
"svchost","0","137","2203390656512","2154496","1609728","9416",,,,,,,,,,"Process",,,"8",,,,,"4276",".",,,,"9416","9416","1609728","1609728","70880","70880","1884160","1884160","7172096","7172096","2203394854912","76632064",,,"1609728","1609728",,"0",,"System.Diagnostics.ProcessThreadCollection","137","2203390656512","72433664","False",,,,"2154496","2154496",,,,,,"svchost","0","","True",,
"svchost","0","129","2203386023936","2224128","1331200","8720",,,,,,,,,,"Process",,,"8",,,,,"4300",".",,,,"8720","8720","1331200","1331200","60616","60616","1478656","1478656","5992448","5992448","2203388125184","69902336",,,"1331200","1331200",,"0",,"System.Diagnostics.ProcessThreadCollection","129","2203386023936","67801088","False",,,,"2224128","2224128",,,,,,"svchost","0","","True",,
"svchost","0","377","2203434262528","15392768","5169152","18656",,,,,,,,,,"Process",,,"8",,,,,"4364",".",,,,"18656","18656","5169152","5169152","167600","167600","5677056","5677056","21360640","21360640","2203442536448","124313600",,,"5169152","5169152",,"0",,"System.Diagnostics.ProcessThreadCollection","377","2203434262528","116039680","False",,,,"15392768","15392768",,,,,,"svchost","0","","True",,
"svchost","0","188","2204487454720","4079616","6537216","14680",,,,,,,,,,"Process",,,"8",,,,,"4660",".",,,,"14680","14680","6537216","6537216","93688","93688","6823936","6823936","11022336","11022336","2204493221888","1174999040",,,"6537216","6537216",,"0",,"System.Diagnostics.ProcessThreadCollection","188","2204487454720","1169231872","False",,,,"4079616","4079616",,,,,,"svchost","0","","True",,
"svchost","0","130","2203388784640","1974272","1560576","8056",,,,,,,,,,"Process",,,"8",,,,,"4720",".",,,,"8056","8056","1560576","1560576","61560","61560","1945600","1945600","5885952","5885952","2203393503232","75280384",,,"1560576","1560576",,"0",,"System.Diagnostics.ProcessThreadCollection","130","2203388784640","70561792","False",,,,"1974272","1974272",,,,,,"svchost","0","","True",,
"svchost","0","396","2203452551168","25251840","8466432","19400",,,,,,,,,,"Process",,,"8",,,,,"4732",".",,,,"19400","19400","8466432","8466432","201320","201320","9998336","9998336","30142464","30142464","2203483930624","165707776",,,"8466432","8466432",,"0",,"System.Diagnostics.ProcessThreadCollection","396","2203452551168","134328320","False",,,,"25251840","25251840",,,,,,"svchost","0","","True",,
"svchost","0","147","2203392851968","4362240","1798144","9920",,,,,,,,,,"Process",,,"8",,,,,"4804",".",,,,"9920","9920","1798144","1798144","76528","76528","2134016","2134016","8495104","8495104","2203397570560","79347712",,,"1798144","1798144",,"0",,"System.Diagnostics.ProcessThreadCollection","147","2203392851968","74629120","False",,,,"4362240","4362240",,,,,,"svchost","0","","True",,
"svchost","0","386","2203418574848","6848512","3616768","25352",,,,,,,,,,"Process",,,"8",,,,,"5024",".",,,,"25352","25352","3616768","3616768","124680","124680","4091904","4091904","13881344","13881344","2203424358400","106135552",,,"3616768","3616768",,"0",,"System.Diagnostics.ProcessThreadCollection","386","2203418574848","100352000","False",,,,"6848512","6848512",,,,,,"svchost","0","","True",,
"svchost","0","153","2203391717376","3149824","1560576","8560",,,,,,,,,,"Process",,,"8",,,,,"5104",".",,,,"8560","8560","1560576","1560576","71624","71624","1888256","1888256","7053312","7053312","2203397484544","79261696",,,"1560576","1560576",,"0",,"System.Diagnostics.ProcessThreadCollection","153","2203391717376","73494528","False",,,,"3149824","3149824",,,,,,"svchost","0","","True",,
"svchost","0","197","2203450142720","9584640","2998272","14632",,,,,,,,,,"Process",,,"8",,,,,"5504",".",,,,"14632","14632","2998272","2998272","110424","110424","28540928","28540928","14954496","14954496","2203460104192","141881344",,,"2998272","2998272",,"0",,"System.Diagnostics.ProcessThreadCollection","197","2203450142720","131919872","False",,,,"9584640","9584640",,,,,,"svchost","0","","True",,
"svchost","0","219","2203396956160","3788800","2220032","14888",,,,,,,,,,"Process",,,"8",,,,,"5984",".",,,,"14888","14888","2220032","2220032","79992","79992","2613248","2613248","8253440","8253440","2203403771904","85549056",,,"2220032","2220032",,"0",,"System.Diagnostics.ProcessThreadCollection","219","2203396956160","78733312","False",,,,"3788800","3788800",,,,,,"svchost","0","","True",,
"svchost","0","85","2203372613632","2457600","1089536","5296",,,,,,,,,,"Process",,,"8",,,,,"6552",".",,,,"5296","5296","1089536","1089536","33264","33264","1437696","1437696","4718592","4718592","2203379675136","61452288",,,"1089536","1089536",,"0",,"System.Diagnostics.ProcessThreadCollection","85","2203372613632","54390784","False",,,,"2457600","2457600",,,,,,"svchost","0","","True",,
"svchost","0","529","2203411488768","8323072","4841472","12176",,,,,,,,,,"Process",,,"8",,,,,"6636",".",,,,"12176","12176","4841472","4841472","110944","110944","5857280","5857280","10498048","10498048","2203491483648","173260800",,,"4841472","4841472",,"0",,"System.Diagnostics.ProcessThreadCollection","529","2203411488768","93265920","False",,,,"8323072","8323072",,,,,,"svchost","0","","True",,
"svchost","1","476","2203468197888","24846336","13176832","20944","C:\Windows\system32\svchost.exe","C:\Windows\system32\svchost.exe -k UnistackSvcGroup -s CDPUserSvc",,"Microsoft Corporation","24.171875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5432","8",,"False","4/19/2023 2:21:58 PM",,"7412",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","20944","20944","13176832","13176832","219352","219352","13643776","13643776","33918976","33918976","2203482583040","164360192","True","Normal","13176832","13176832","255","1",,"System.Diagnostics.ProcessThreadCollection","476","2203468197888","149975040","False",,,,"24846336","24846336",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:08.3281250","00:00:24.1718750","00:00:15.8437500","svchost","0","","True",,
"svchost","1","580","2203535351808","35688448","11038720","27976","C:\Windows\system32\svchost.exe","C:\Windows\system32\svchost.exe -k UnistackSvcGroup -s WpnUserService",,"Microsoft Corporation","22.015625","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4916","8",,"False","4/19/2023 2:21:58 PM",,"7448",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","27976","27976","11038720","11038720","365008","365008","12111872","12111872","39202816","39202816","2203555479552","237256704","True","Normal","11038720","11038720","255","1",,"System.Diagnostics.ProcessThreadCollection","580","2203535351808","217128960","False",,,,"35688448","35688448",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:04.0781250","00:00:22.0156250","00:00:17.9375000","svchost","0","","True",,
"svchost","0","641","2203470110720","23126016","12845056","16176",,,,,,,,,,"Process",,,"8",,,,,"7516",".",,,,"16176","16176","12845056","12845056","167248","167248","13721600","13721600","26959872","26959872","2203482607616","164384768",,,"12845056","12845056",,"0",,"System.Diagnostics.ProcessThreadCollection","641","2203470110720","151887872","False",,,,"23126016","23126016",,,,,,"svchost","0","","True",,
"svchost","1","335","2203490451456","16338944","4558848","17128","C:\Windows\system32\svchost.exe","C:\Windows\system32\svchost.exe -k ClipboardSvcGroup -p -s cbdhsvc",,"Microsoft Corporation","3.734375","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5636","8",,"False","4/19/2023 2:21:58 PM",,"7800",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","17128","17128","4558848","4558848","241360","241360","4845568","4845568","22601728","22601728","2203497975808","179752960","True","Normal","4558848","4558848","255","1",,"System.Diagnostics.ProcessThreadCollection","335","2203490451456","172228608","False",,,,"16338944","16338944",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:01.0625000","00:00:03.7343750","00:00:02.6718750","svchost","0","","True",,
"svchost","0","402","2203437678592","13209600","5263360","19736",,,,,,,,,,"Process",,,"8",,,,,"7812",".",,,,"19736","19736","5263360","5263360","165784","165784","6004736","6004736","18702336","18702336","2203445555200","127332352",,,"5263360","5263360",,"0",,"System.Diagnostics.ProcessThreadCollection","402","2203437678592","119455744","False",,,,"13209600","13209600",,,,,,"svchost","0","","True",,
"svchost","0","166","2203393318912","2957312","1953792","9232",,,,,,,,,,"Process",,,"8",,,,,"7820",".",,,,"9232","9232","1953792","1953792","74096","74096","2162688","2162688","8499200","8499200","2203397292032","79069184",,,"1953792","1953792",,"0",,"System.Diagnostics.ProcessThreadCollection","166","2203393318912","75096064","False",,,,"2957312","2957312",,,,,,"svchost","0","","True",,
"svchost","0","272","2203415764992","16879616","4292608","14656",,,,,,,,,,"Process",,,"8",,,,,"10764",".",,,,"14656","14656","4292608","4292608","131568","131568","5148672","5148672","17313792","17313792","2203429416960","111194112",,,"4292608","4292608",,"0",,"System.Diagnostics.ProcessThreadCollection","272","2203415764992","97542144","False",,,,"16879616","16879616",,,,,,"svchost","0","","True",,
"svchost","0","374","2203425472512","17600512","4440064","17360",,,,,,,,,,"Process",,,"8",,,,,"11504",".",,,,"17360","17360","4440064","4440064","139280","139280","5050368","5050368","17866752","17866752","2203430236160","112013312",,,"4440064","4440064",,"0",,"System.Diagnostics.ProcessThreadCollection","374","2203425472512","107249664","False",,,,"17600512","17600512",,,,,,"svchost","0","","True",,
"svchost","1","134","2203418349568","4018176","1855488","8560","C:\Windows\system32\svchost.exe","C:\Windows\system32\svchost.exe -k PrintWorkflow -s PrintWorkflowUserSvc",,"Microsoft Corporation","0.125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4472","8",,"False","4/20/2023 12:32:28 PM",,"12096",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","8560","8560","1855488","1855488","124536","124536","2101248","2101248","11829248","11829248","2203424124928","105902080","True","Normal","1855488","1855488","255","1",,"System.Diagnostics.ProcessThreadCollection","134","2203418349568","100126720","False",,,,"4018176","4018176",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.0468750","00:00:00.1250000","00:00:00.0781250","svchost","0","","True",,
"svchost","1","475","2204529659904","15220736","5840896","25656","C:\Windows\System32\svchost.exe","C:\Windows\System32\svchost.exe -k UnistackSvcGroup",,"Microsoft Corporation","2.46875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3204","8",,"False","4/19/2023 2:23:42 PM",,"12800",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","25656","25656","5840896","5840896","204712","204712","6762496","6762496","24813568","24813568","2204550328320","1232105472","True","Normal","5840896","5840896","255","1",,"System.Diagnostics.ProcessThreadCollection","475","2204529659904","1211437056","False",,,,"15220736","15220736",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:01.1406250","00:00:02.4687500","00:00:01.3281250","svchost","0","","True",,
"svchost","0","2961","2203440406528","20217856","10338304","20704",,,,,,,,,,"Process",,,"8",,,,,"12924",".",,,,"20704","20704","10338304","10338304","205184","205184","10932224","10932224","21430272","21430272","2203449061376","130838528",,,"10338304","10338304",,"0",,"System.Diagnostics.ProcessThreadCollection","2961","2203440406528","122183680","False",,,,"20217856","20217856",,,,,,"svchost","0","","True",,
"svchost","0","388","2203451416576","17842176","7237632","21032",,,,,,,,,,"Process",,,"8",,,,,"12928",".",,,,"21032","21032","7237632","7237632","193760","193760","9850880","9850880","23650304","23650304","2203480297472","162074624",,,"7237632","7237632",,"0",,"System.Diagnostics.ProcessThreadCollection","388","2203451416576","133193728","False",,,,"17842176","17842176",,,,,,"svchost","0","","True",,
"svchost","0","105","2203384250368","1884160","1187840","6928",,,,,,,,,,"Process",,,"8",,,,,"12988",".",,,,"6928","6928","1187840","1187840","58048","58048","1449984","1449984","6184960","6184960","2203387920384","69697536",,,"1187840","1187840",,"0",,"System.Diagnostics.ProcessThreadCollection","105","2203384250368","66027520","False",,,,"1884160","1884160",,,,,,"svchost","0","","True",,
"svchost","0","223","2203404627968","7319552","2297856","10864",,,,,,,,,,"Process",,,"8",,,,,"13032",".",,,,"10864","10864","2297856","2297856","99432","99432","2539520","2539520","9986048","9986048","2203411673088","93450240",,,"2297856","2297856",,"0",,"System.Diagnostics.ProcessThreadCollection","223","2203404627968","86405120","False",,,,"7319552","7319552",,,,,,"svchost","0","","True",,
"svchost","0","277","2203412647936","12193792","4091904","14384",,,,,,,,,,"Process",,,"8",,,,,"13380",".",,,,"14384","14384","4091904","4091904","115824","115824","5419008","5419008","20627456","20627456","2203439099904","120877056",,,"4091904","4091904",,"0",,"System.Diagnostics.ProcessThreadCollection","277","2203412647936","94425088","False",,,,"12193792","12193792",,,,,,"svchost","0","","True",,
"svchost","1","355","2203473809408","8941568","7393280","20240","C:\Windows\system32\svchost.exe","C:\Windows\system32\svchost.exe -k AarSvcGroup -p -s AarSvc",,"Microsoft Corporation","2.328125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5708","8",,"False","4/19/2023 2:22:15 PM",,"13488",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","20240","20240","7393280","7393280","214512","214512","7643136","7643136","22646784","22646784","2203480633344","162410496","True","Normal","7393280","7393280","255","1",,"System.Diagnostics.ProcessThreadCollection","355","2203473809408","155586560","False",,,,"8941568","8941568",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:01.7500000","00:00:02.3281250","00:00:00.5781250","svchost","0","","True",,
"svchost","0","150","2203397824512","4689920","1875968","8984",,,,,,,,,,"Process",,,"8",,,,,"13516",".",,,,"8984","8984","1875968","1875968","80864","80864","2596864","2596864","12296192","12296192","2203409911808","91688960",,,"1875968","1875968",,"0",,"System.Diagnostics.ProcessThreadCollection","150","2203397824512","79601664","False",,,,"4689920","4689920",,,,,,"svchost","0","","True",,
"svchost","0","234","2203412725760","3457024","2871296","13400",,,,,,,,,,"Process",,,"8",,,,,"14284",".",,,,"13400","13400","2871296","2871296","115352","115352","5275648","5275648","13979648","13979648","2203430903808","112680960",,,"2871296","2871296",,"0",,"System.Diagnostics.ProcessThreadCollection","234","2203412725760","94502912","False",,,,"3457024","3457024",,,,,,"svchost","0","","True",,
"svchost","0","147","2203395592192","10321920","2035712","10056",,,,,,,,,,"Process",,,"8",,,,,"14896",".",,,,"10056","10056","2035712","2035712","75016","75016","2199552","2199552","10502144","10502144","2203397165056","78942208",,,"2035712","2035712",,"0",,"System.Diagnostics.ProcessThreadCollection","147","2203395592192","77369344","False",,,,"10321920","10321920",,,,,,"svchost","0","","True",,
"svchost","0","141","2203392098304","2531328","1671168","9424",,,,,,,,,,"Process",,,"8",,,,,"17960",".",,,,"9424","9424","1671168","1671168","73152","73152","1961984","1961984","7974912","7974912","2203397865472","79642624",,,"1671168","1671168",,"0",,"System.Diagnostics.ProcessThreadCollection","141","2203392098304","73875456","False",,,,"2531328","2531328",,,,,,"svchost","0","","True",,
"svchost","0","273","2203403132928","5922816","3411968","16824",,,,,,,,,,"Process",,,"8",,,,,"18072",".",,,,"16824","16824","3411968","3411968","95712","95712","4128768","4128768","10784768","10784768","2203408900096","90677248",,,"3411968","3411968",,"0",,"System.Diagnostics.ProcessThreadCollection","273","2203403132928","84910080","False",,,,"5922816","5922816",,,,,,"svchost","0","","True",,
"svchost","0","166","2203410972672","8081408","1949696","9160",,,,,,,,,,"Process",,,"8",,,,,"18436",".",,,,"9160","9160","1949696","1949696","102416","102416","2097152","2097152","8105984","8105984","2203413594112","95371264",,,"1949696","1949696",,"0",,"System.Diagnostics.ProcessThreadCollection","166","2203410972672","92749824","False",,,,"8081408","8081408",,,,,,"svchost","0","","True",,
"svchost","0","335","2203441893376","8732672","4120576","14224",,,,,,,,,,"Process",,,"8",,,,,"20376",".",,,,"14224","14224","4120576","4120576","106976","106976","5079040","5079040","18767872","18767872","2203451252736","133029888",,,"4120576","4120576",,"0",,"System.Diagnostics.ProcessThreadCollection","335","2203441893376","123670528","False",,,,"8732672","8732672",,,,,,"svchost","0","","True",,
"svchost","0","158","2203402121216","11681792","3559424","9920",,,,,,,,,,"Process",,,"8",,,,,"23584",".",,,,"9920","9920","3559424","3559424","81224","81224","3760128","3760128","11726848","11726848","2203404742656","86519808",,,"3559424","3559424",,"0",,"System.Diagnostics.ProcessThreadCollection","158","2203402121216","83898368","False",,,,"11681792","11681792",,,,,,"svchost","0","","True",,
"svchost","0","116","2203386576896","1589248","1302528","7456",,,,,,,,,,"Process",,,"8",,,,,"26568",".",,,,"7456","7456","1302528","1302528","58544","58544","1544192","1544192","6127616","6127616","2203388674048","70451200",,,"1302528","1302528",,"0",,"System.Diagnostics.ProcessThreadCollection","116","2203386576896","68354048","False",,,,"1589248","1589248",,,,,,"svchost","0","","True",,
"System","0","5338","9900032","5312512","212992","272",,,,,,,,,,"Process",,,"8",,,,,"4",".",,,,"272","272","212992","212992","0","0","229376","229376","9076736","9076736","19062784","19062784",,,"212992","212992",,"0",,"System.Diagnostics.ProcessThreadCollection","5338","9900032","9900032","False",,,,"5312512","5312512",,,,,,"System","0","","True",,
"SystemSettings","1","1108","2203872612352","7229440","47915008","49808","C:\Windows\ImmersiveControlPanel\SystemSettings.exe","""C:\Windows\ImmersiveControlPanel\SystemSettings.exe"" -ServerName:microsoft.windows.immersivecontrolpanel",,"Microsoft Corporation","0.671875","10.0.19041.2673 (WinBuild.160101.0800)","10.0.19041.2673","Settings","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4052","8",,"False","4/19/2023 2:24:34 PM",,"5000",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","49808","49808","47915008","47915008","907256","907256","72908800","72908800","113283072","113283072","2203886010368","567787520","True","Normal","47915008","47915008","255","1",,"System.Diagnostics.ProcessThreadCollection","1108","2203872612352","554389504","False",,,,"7229440","7229440",,"System.Diagnostics.ProcessModule (SystemSettings.exe)","00:00:00.3437500","00:00:00.6718750","00:00:00.3281250","SystemSettings","5046368","Settings","False",,
"taskhostw","1","310","2204001579008","19304448","14204928","53976","C:\Windows\system32\taskhostw.exe","taskhostw.exe {222A245B-E637-4AE9-A93F-A59CA119A75E}",,"Microsoft Corporation","13.75","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Tasks","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5396","8",,"False","4/19/2023 2:21:58 PM",,"7532",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","53976","53976","14204928","14204928","205248","205248","15003648","15003648","20135936","20135936","2204003385344","685162496","True","Normal","14204928","14204928","255","1",,"System.Diagnostics.ProcessThreadCollection","310","2204001579008","683356160","False",,,,"19304448","19304448",,"System.Diagnostics.ProcessModule (taskhostw.exe)","00:00:08.3281250","00:00:13.7500000","00:00:05.4218750","taskhostw","0","","True",,
"taskhostw","1","435","2203493548032","15933440","8642560","23768",,,,,"0.375",,,,,"Process",,,"8",,"False","4/20/2023 2:20:48 PM",,"22152",".",,,,"23768","23768","8642560","8642560","273432","273432","9125888","9125888","24567808","24567808","2203496935424","178712576",,,"8642560","8642560",,"1",,"System.Diagnostics.ProcessThreadCollection","435","2203493548032","175325184","False",,,,"15933440","15933440",,,"00:00:00.1875000","00:00:00.3750000","00:00:00.1875000","taskhostw","0","","True",,
"taskhostw","1","419","2203606925312","50315264","26206208","26712","C:\Windows\system32\taskhostw.exe","taskhostw.exe",,"Microsoft Corporation","7.703125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Tasks","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5672","8",,"False","4/21/2023 8:13:29 AM",,"26816",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","26712","26712","26206208","26206208","370616","370616","88924160","88924160","112873472","112873472","2203618787328","300564480","True","Normal","26206208","26206208","255","1",,"System.Diagnostics.ProcessThreadCollection","419","2203606925312","288702464","False",,,,"50315264","50315264",,"System.Diagnostics.ProcessModule (taskhostw.exe)","00:00:01.7812500","00:00:07.7031250","00:00:05.9218750","taskhostw","0","","True",,
"Teams","1","656","2221295386624","69668864","104132608","35568","C:\Users\hybri\AppData\Local\Microsoft\Teams\current\Teams.exe","""C:\Users\hybri\AppData\Local\Microsoft\Teams\current\Teams.exe"" --type=gpu-process --user-data-dir=""C:\Users\hybri\AppData\Roaming\Microsoft\Teams"" --gpu-preferences=UAAAAAAAAADgAAAYAAAAAAAAAAAAAAAAAABgAAAAAAAwAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEgAAAAAAAAASAAAAAAAAAAYAAAAAgAAABAAAAAAAAAAGAAAAAAAAAAQAAAAAAAAAAAAAAAOAAAAEAAAAAAAAAABAAAADgAAAAgAAAAAAAAACAAAAAAAAAA= --mojo-platform-channel-handle=1728 --field-trial-handle=1788,i,6287278990449277893,614732088691770297,131072 --enable-features=ContextBridgeMutability,SharedArrayBuffer,WinUseBrowserSpellChecker,WinUseHybridSpellChecker --disable-features=CalculateNativeWinOcclusion,ExtraCookieValidityChecks,ForcedColors,SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand /prefetch:2","System.Diagnostics.Process (Teams)","Microsoft Corporation","619.140625","1.6.00.6754","1.6.00.6754","Microsoft Teams","Microsoft Teams","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3692","10",,"False","4/19/2023 2:22:13 PM",,"6400",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","35568","35568","104132608","104132608","745392","745392","185561088","185561088","131612672","131612672","2221349781504","851689472","True","AboveNormal","104132608","104132608","255","1",,"System.Diagnostics.ProcessThreadCollection","656","2221295386624","797294592","False",,,,"69668864","69668864",,"System.Diagnostics.ProcessModule (Teams.exe)","00:03:06.0468750","00:10:19.1406250","00:07:13.0937500","Teams","0","","True",,
"Teams","1","307","2220887748608","20045824","15646720","19720","C:\Users\hybri\AppData\Local\Microsoft\Teams\current\Teams.exe","""C:\Users\hybri\AppData\Local\Microsoft\Teams\current\Teams.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --enable-wer --user-data-dir=""C:\Users\hybri\AppData\Roaming\Microsoft\Teams"" --ms-teams-less-cors=522133263 --mojo-platform-channel-handle=2244 --field-trial-handle=1788,i,6287278990449277893,614732088691770297,131072 --enable-features=ContextBridgeMutability,SharedArrayBuffer,WinUseBrowserSpellChecker,WinUseHybridSpellChecker --disable-features=CalculateNativeWinOcclusion,ExtraCookieValidityChecks,ForcedColors,SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand /prefetch:8","System.Diagnostics.Process (Teams)","Microsoft Corporation","35.390625","1.6.00.6754","1.6.00.6754","Microsoft Teams","Microsoft Teams","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5344","8",,"False","4/19/2023 2:22:13 PM",,"8324",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","19720","19720","15646720","15646720","513144","513144","16535552","16535552","49451008","49451008","2221063647232","565555200","True","Normal","15646720","15646720","255","1",,"System.Diagnostics.ProcessThreadCollection","307","2220887748608","389656576","False",,,,"20045824","20045824",,"System.Diagnostics.ProcessModule (Teams.exe)","00:00:19.3437500","00:00:35.3906250","00:00:16.0468750","Teams","0","","True",,
"Teams","1","1435","2225783336960","134111232","99569664","53520","C:\Users\hybri\AppData\Local\Microsoft\Teams\current\Teams.exe","""C:\Users\hybri\AppData\Local\Microsoft\Teams\current\Teams.exe"" --system-initiated",,"Microsoft Corporation","460.203125","1.6.00.6754","1.6.00.6754","Microsoft Teams","Microsoft Teams","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4944","8",,"False","4/19/2023 2:22:12 PM",,"10980",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","53520","53520","99569664","99569664","910688","910688","115015680","115015680","189497344","189497344","2225970216960","1177157632","True","Normal","99569664","99569664","255","1",,"System.Diagnostics.ProcessThreadCollection","1435","2225783336960","990277632","False",,,,"134111232","134111232",,"System.Diagnostics.ProcessModule (Teams.exe)","00:03:06.5312500","00:07:40.2031250","00:04:33.6718750","Teams","66480","Microsoft Teams","True",,
